user,text,refined
LeanInOrg,b'That moment when...#LoveWon https://t.co/nnKeWCEj8z',that moment whenlovewon
AdamMGrant,"b'Job applicants think they sound better in writing than speaking, but the opposite is true. https://t.co/7LsaiLg5MZ'",job applic think sound better write speak opposit true
LeanInOrg,"b'Things we loved in 2015: @Target removes gender labels on displays for toys like building sets and dolls\xe2\x80\x93more of this in 2016, please!'",thing love remov gender label display toy like build set dolls–mor plea
zainabbawa,b'Wrote a blog post dissecting the notion of women in tech: https://t.co/6DjSayRAw9 @LeaVerou @theladiesfinger',wrote blog post dissect notion woman tech
javascript_fan,b'Extending Node js Using C\n\xe2\x98\x9e https://t.co/vDBeibGZfy\n\n#nodejs #nodejsexpress #nodejstutorial #javascript https://t.co/gv1fAvuuOM',extend node j use C nodej nodejsexpress nodejstutori javascript
leaninigdtuw,b'https://t.co/evvYLqhLwd',
girlslikemeinc,"b'Sanya Khurana (@khuranasanya) is the #Founder and #Preseident, #LeanIn at Indira Gandhi Delhi\xe2\x80\xa6 https://t.co/xK2ZWQ0j4l'",sanya khurana founder preseid leanin indira gandhi delhi…
mariakedemo,"b'@smita_qazone Nice to see how this movie which is produced in Sweden for a Norwegian organization, has spread. @KhuranaSanya'",nice see movi produc sweden norwegian organ spread
leaninigdtuw,"b'""Dear Dad, I\'m Going To Be Called A Whore."" Her Powerful Video Is Now Moving Millions. https://t.co/5yVDNTCmiR'",dear dad Im go To Be call A whore her power video Is now move million
leaninigdtuw,"b'""the next time you reach for your phone, remember that it induces slouching, and slouching changes your mood,... https://t.co/ACBliIOzIr'",next time reach phone rememb induc slouch slouch chang mood
leaninigdtuw,b'https://t.co/1VsE2RcK7f',
leaninigdtuw,"b'You know what\xe2\x80\x99s harder than being a woman? Being a working woman. And to top that, if you\xe2\x80\x99re a woman who is... https://t.co/lD1G2Ef6o0'",you know harder woman be work woman and top woman
AnitaBorg_India,"b'Immense talent at #GHCI15! Sanya Khurana, CS Graduate IGTTUW\nbuilt GirlGorithm! #wogrammer\n#ourtimetolead https://t.co/kFBU26voxE'",immens talent ghci15 sanya khurana CS graduat igttuw built girlgorithm wogramm ourtimetolead
AnitaBorg_India,b'What an interactive &amp; insightful session! Celebrating #womenintech : More power to you! \xe2\x80\x93 Session by @AccentureIndia https://t.co/k0dQONxYHu',what interact amp insight session celebr womenintech more power session
AnitaB_org,b'.@TelleWhitney owns the dance floor in Bangalore #womenintechIndia #GHCI15 #OurTimeToLead https://t.co/9Ixb6zhjST',own danc floor bangalor womenintechindia ghci15 ourtimetolead
AnitaB_org,b'Dance party #womenintechIndia #GHCI15 #OurTimeToLead https://t.co/4vm0LP1lvM',danc parti womenintechindia ghci15 ourtimetolead
AnitaBorg_India,b'What an awesome turnout on Day 1 at #GHCI15! The fun continues tomorrow at @VivantabyTaj! See you all tomorrow.',what awesom turnout day ghci15 the fun continu tomorrow see tomorrow
AnitaBorg_India,b'.@TelleWhitney shakes a leg and gets in the groove with #womenintech at #GHCI15 https://t.co/FOxzOW3owJ',shake leg get groov womenintech ghci15
LizMacK8y,"b""Ready to network with India's finest @ #GHCI15 #OurTimeToLead https://t.co/pTYly6jT4X""",readi network india finest ghci15 ourtimetolead
nehathapar,b'The best #innovations happen in big corporations that stay lean like startups! Proud to be at one of them #expedia #GHCI15 #OurTimeToLead',the best innov happen big corpor stay lean like startup proud one expedia ghci15 ourtimetolead
AnitaBorg_India,b'Roopa Kudwa: Strategic mindset means knowing when to focus on details vs. big picture. #GHCI15 #OurTimeToLead https://t.co/PAHf2XIHf7',roopa kudwa strateg mindset mean know focu detail v big pictur ghci15 ourtimetolead
AnitaBorg_India,"b""I'm surprised we're still here having a conversation about the business benefits of hiring women. - @rekha_m_menon #GHCI15 #OurTimeToLead""",Im surpris still convers busi benefit hire woman ghci15 ourtimetolead
seemavsingh,"b'40% diversity in leadership by 2020 Rekha M (Chairman,Accenture India) @AccentureIndia #CiscoGHCI15 #OurTimeToLead https://t.co/DfJMOYLxBW'",diver leadership rekha M chairmanaccentur india ciscoghci15 ourtimetolead
anjalibhatia19,"b'Passion,network for purpose,be an advocate for one another.Great insights @Kimsstevenson #CiscoGHCI15 #OurTimeToLead https://t.co/9b7hX81oqh'",passionnetwork purposeb advoc one anothergreat insight ciscoghci15 ourtimetolead
grath,"b""At #GHCI15. Over 2000 smart women in the hall. If this isn't the #OurTimeToLead when will it be""",At ghci15 over smart woman hall If isnt ourtimetolead
TelleWhitney,b'Opening keynote by Kim Stevenson from Intel  at #GHCI15 https://t.co/5Cf6ZNfZxq',open keynot kim stevenson intel ghci15
lakshmirebecca,b'It is #OURTIMETOLEAD! And we know that best at the Grace Hopper Celebration India. Watch this! @AnitaBorg_India @ghc https://t.co/eV6KYhtNXh',It ouimetolead and know best grace hopper celebr india watch
AccentureIndia,b'#womenintech power! Accenture is at the @AnitaBorg_India #GHCI15 @ghc https://t.co/IIKPV7hESP',womenintech power accentur ghci15
AnitaBorg_India,b'Inspiring 2K attendees to bring awareness of bias to at least 15 people each. Share your experience with us. #GHCI15 https://t.co/Q4yo4TBzbZ',inspir attende bring awar bia least peopl share experi u ghci15
AnitaBorg_India,"b'And it begins! @GeethaKan addresses more than 2,000 #WomenInTech in India #GHCI15 https://t.co/kiSirGY7By'",and begin address womenintech india ghci15
IyerMeens,b'Few minutes to go and the conference hall is packed and buzzing #GHCI15 https://t.co/nydKatxbGi',few minut go confer hall pack buzz ghci15
ghc,b'Be sure to follow @AnitaBorg_India for updates on #GHCI15 in Bangalore.',Be sure follow updat ghci15 bangalor
TelleWhitney,"b""It's finally here!  I'm in Bangalore for #GHCI15. I love meeting other #WomenInTech, if you see me say hello.""",it final Im bangalor ghci15 I love meet womenintech see say hello
leaninigdtuw,b'https://t.co/eEsXnFek47',
GeethaKan,b'Looking forward to having you on the panel and at #GHCI15 Rekha. https://t.co/ZmJe2yFVKt',look forward panel ghci15 rekha
millerisrobin,b'Finally got to reading https://t.co/p3A8wLt6ST - so fascinating! #women #gendergap #genderequity @LeanInOrg @McKinsey',final got read fascin woman gendergap genderequ
LeanInOrg,"b'Happy birthday to the incredible @RobinRoberts, whose strength continues to inspire us all. https://t.co/cWNjTGU6sd'",happi birthday incred whose strength continu inspir u
GeethaKan,b'Sure there are more men like Mark Zuckerberg who would like to take a 2 months parental leave - https://t.co/2pm1UCJ5Uw',sure men like mark zuckerberg would like take month parent leav
KhuranaSanya,b'RT @aparajitas403: Who needs Chris Angel when u hv AI! Amazed by technology #IBMSmartCamp @irfanBshah @SachinKumarRS1 @KhuranaSanya #AI htt\xe2\x80\xa6',who need chri angel u hv AI amaz technolog ibmsmartcamp AI htt…
KhuranaSanya,"b""RT @MissRADarling: Got my book! #20BeautifulWomen #BeBeautiful. I'm all for sisterhood, empowering and encouraging each other as women http\xe2\x80\xa6""",got book bebeauti Im sisterhood empow encourag woman
KhuranaSanya,"b""RT @AnitaBorg_India: It's #OurTimeToLead, ladies! Connect with the best tech companies in India by submitting your CV in our database: http\xe2\x80\xa6""",it ourtimetolead ladi connect best tech compani india submit CV databas
KhuranaSanya,b'RT @GeethaKan: Agree! We need more #womenintech - https://t.co/bN8CUgyMBl',agre We need womenintech
KhuranaSanya,b'RT @MAKERSwomen: Discover @YouTube sensation @IISuperwomanII in her exclusive #MAKERS story: https://t.co/USRe25GsGM #LillySingh https://t.\xe2\x80\xa6',discov lillysingh
KhuranaSanya,b'RT @MAKERSwomen: Get to know @YouTube sensation @IISuperwomanII in her exclusive #MAKERS story: https://t.co/USRe25GsGM #LillySingh',get know lillysingh
KhuranaSanya,b'RT @madhukishwar: Profound wisdom https://t.co/sDeeThk209',profound wisdom
KhuranaSanya,b'https://t.co/J0lWFPceGd',
KhuranaSanya,"b""See how the world 'unintentionally' discourages Women In STEM fields. \n\nhttps://t.co/7ZImTU3GBt https://t.co/d8woDFzH4H""",see world unintent discourag woman In stem field
KhuranaSanya,b'Super excited ! #OurTimeToLead https://t.co/hZTvKJBV96',super excit ourtimetolead
KhuranaSanya,"b'RT @AdamMGrant: The stories we tell ourselves shape what we do. If you believe people are fundamentally selfish, you will act in ways that \xe2\x80\xa6'",the stori tell shape If believ peopl fundament selfish act way
KhuranaSanya,b'Waiting for the book Originals: how non-conformists change the world @AdamMGrant @sherylsandberg',wait book origin nonconformist chang world
KhuranaSanya,"b""The name's Rails.... Ruby Rails !! https://t.co/GBUVha24oN""",the name rail rubi rail
KhuranaSanya,"b""The name's Rails ... Ruby Rails !!!\n\nhttps://t.co/TaoZPOvsuN https://t.co/aLUXusuZiN""",the name rail rubi rail
KhuranaSanya,b'Thanks you Sheryl Sandberg for making women ( and men ) around the world (including me) define themselves beyond... https://t.co/dWUZvWS3IB',thank sheryl sandberg make woman men around world includ defin beyond
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/uYv57aYjzu',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/bwcWSUkHWe',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/RENn3NkY7v',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/ivYo8d2zz9',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/sSEfR5wgb0',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/wZRa1UMeHE',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook https://t.co/5jiHRxQGHe',I post new photo facebook
KhuranaSanya,b'Thank you Keerti Gautam\n\nI am so happy and grateful to Lean In at Indira Gandhi Delhi Technical University for... https://t.co/JpFMAlCAZK',thank keerti gautam I happi grate lean In indira gandhi delhi technic univers
KhuranaSanya,"b""RT @leaninigdtuw: Right now the women's fight is for justice more than equality . That is why a special revolution for women .... https://t\xe2\x80\xa6""",right woman fight justic equal that special revolut woman
KhuranaSanya,b'http://t.co/qxpFhWbrh7',
KhuranaSanya,b'@irfanBshah  Thank you Sir :) @aprasahney',
KhuranaSanya,b'@adityaom1993 Thanks :)',
KhuranaSanya,"b'Got selected for GRACE HOPPER CELEBRATION FOR WOMEN IN COMPUTING SCHOLARSHIP, INDIA .. WOooohoooooo :D :D :D #ABI... http://t.co/1lZagCzsWU'",got select grace hopper celebr for woman IN comput scholarship india woooohoooooo D D D abi
KhuranaSanya,"b'Before people start getting annoyed with my ""Thank You Lean In"" posts, I thought of writing WHY I WILL ALWAYS BE... http://t.co/P2OXFTVB2V'",befor peopl start get annoy thank you lean In post I thought write whi I will alway BE
KhuranaSanya,"b""RT @POTUS: Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes Am\xe2\x80\xa6""",cool clock ahm want bring white hous We inspir kid like like scienc it make am…
KhuranaSanya,"b""RT @clouddelhi: Join AMA - I'm Nilkanth Iyer, Head of IBM Cloud Ecosystem Team for India and SEA. Ask me anyt... on @HackerEarth http://t.c\xe2\x80\xa6""",join ama Im nilkanth iyer head ibm cloud ecosystem team india sea ask anyt
KhuranaSanya,b'RT @LeanInOrg: More women than ever are working in jobs long dominated by men. Meet some of them: http://t.co/9kdI8Ms4Jz #LaborDay http://t\xe2\x80\xa6',more woman ever work job long domin men meet laborday
KhuranaSanya,b'RT @leaninigdtuw: #BanBossy http://t.co/FG7XUmpZbH',banbossi
KhuranaSanya,"b""RT @leaninigdtuw: How many of you have heard your parents/relatives giving such advices ?? Don't Worry you are not alone !!! :D :D http://t\xe2\x80\xa6""",how mani heard parents/rel give advic dont worri alon D D
KhuranaSanya,"b'RT @leaninigdtuw: Ms. Ranbeer Rathi- an independent women, mother and a successful entrepreneur. Watch her revealing her journey... http://\xe2\x80\xa6'",Ms ranbeer rathi independ woman mother success entrepreneur watch reveal journey
KhuranaSanya,b'RT @leaninigdtuw: Akshita Mahajan\nVidhi jindal\nNidhi mann\nAishwarya Gupta\nShivangi Shory\nBhavya\nAditya Sharma\nShweta Ashok\nBhavna... http:/\xe2\x80\xa6',akshita mahajan vidhi jindal nidhi mann aishwarya gupta shivangi shori bhavya aditya sharma shweta ashok bhavna
KhuranaSanya,b'RT @leaninigdtuw: Sakshi Dhingra \nAnchala Bansal\nAmishapriya Singh \nSRIJANA SINGH\nVanshika Vats\nRuchika Kundu\nStuti Kalra\nHarleen... http:/\xe2\x80\xa6',sakshi dhingra anchala bansal amishapriya singh srijana singh vanshika vat ruchika kundu stuti kalra harleen
KhuranaSanya,b'RT @leaninigdtuw: Richu\navisha singh\nGargi Jain\nJhilmil Anurag\nMuskan Jain\nZulfitaha Ahmed\nAkshama\nvaibhavi sharma\nShreya\nAkanksha... http:\xe2\x80\xa6',richu avisha singh gargi jain jhilmil anurag muskan jain zulfitaha ahm akshama vaibhavi sharma shreya akanksha
KhuranaSanya,b'RT @leaninigdtuw: Divya Dhankhar\nKirti Sinha\nNeha Jain\nPragya Agarwal\nAakanksha Smriti\nPALAK JAIN\nSurabhi Sonkar\nDisha\nShreya Gupta... http\xe2\x80\xa6',divya dhankhar kirti sinha neha jain pragya agarw aakanksha smriti palak jain surabhi sonkar disha shreya gupta
KhuranaSanya,b'RT @leaninigdtuw: Srishti Singh\nAnisha\nIshani Gambhir\nSUDESH\nRaunak Jain\nMegha\nVidhi Thakur\nSurbhi bajaj\nPrachi Choudhary\nManisha... http:/\xe2\x80\xa6',srishti singh anisha ishani gambhir sudesh raunak jain megha vidhi thakur surbhi bajaj prachi choudhari manisha
KhuranaSanya,b'RT @leaninigdtuw: harshita bhardwaj\nArushi Butan\nRidhi Sood\nSaloni Jain\nRricha Jalota \nPragya Agarwal\nManika\nPalak Chadha \nkanika... http:/\xe2\x80\xa6',harshita bhardwaj arushi butan ridhi sood saloni jain rricha jalota pragya agarw manika palak chadha kanika
KhuranaSanya,b'RT @leaninigdtuw: Anushka Rathi\nIra Pandey\nApoorva Mittal\nBharti Bhushan\nMonika Gupta\nMalobika Roy\nBaanee Tyagi \nKanika Pasricha... http://\xe2\x80\xa6',anushka rathi ira pandey apoorva mittal bharti bhushan monika gupta malobika roy baane tyagi kanika pasricha
KhuranaSanya,b'RT @leaninigdtuw: Jyotsna panwar\naishwarya gupta\nAkshaya Srivastava \nKRITIKA UPADHYAY\nDIKSHA SINGH\nSagarika\nPooja goel\nMegha bagri... http:\xe2\x80\xa6',jyotsna panwar aishwarya gupta akshaya srivastava kritika upadhyay diksha singh sagarika pooja goel megha bagri
KhuranaSanya,b'RT @leaninigdtuw: Jhilmil Anurag\nAnushka Rathi\nRachayita Giri\nPalak Chadha\nSrishty Dua\nNikita Singh\nNikita Singh\nHeena Gupta\nKanika... http\xe2\x80\xa6',jhilmil anurag anushka rathi rachayita giri palak chadha srishti dua nikita singh nikita singh heena gupta kanika
KhuranaSanya,b'RT @leaninigdtuw: Deeksha Anand\nShivangi Gupta \nShivangi Gupta \nvaibhavi Sharma\nMuskan Jain\nAnkita Sharma\nAVANI KHURANA\nAditi... http://t.c\xe2\x80\xa6',deeksha anand shivangi gupta shivangi gupta vaibhavi sharma muskan jain ankita sharma avani khurana aditi
KhuranaSanya,b'RT @leaninigdtuw: Aakriti Thakur\nAparna Nayyar \nPraksha\nIshu Tomar\nReetika Anand\nGargi Jain\nGargi Jain\nRitaja\nRitaja\nAstha Bhargava... http\xe2\x80\xa6',aakriti thakur aparna nayyar praksha ishu tomar reetika anand gargi jain gargi jain ritaja ritaja astha bhargava
KhuranaSanya,b'RT @leaninigdtuw: Ayushi Jain\nAditi Singh\nPooja Vashishta\nSonalika Sahoo\nSHRUTI BHATIA\nNimisha Sehgal\nPrekshi Gupta\naayushi garg... http://\xe2\x80\xa6',ayushi jain aditi singh pooja vashishta sonalika sahoo shruti bhatia nimisha sehgal prekshi gupta aayushi garg
KhuranaSanya,b'RT @leaninigdtuw: Prapti Alok \nKavya goyal\nkriteesha jain\nSurbhi Vyas\nAditi\nAashi Goyal\nMegha Negi\nDivanshi Jain\nDiksha Ranjan... http://t.\xe2\x80\xa6',prapti alok kavya goyal kriteesha jain surbhi vya aditi aashi goyal megha negi divanshi jain diksha ranjan
KhuranaSanya,b'RT @leaninigdtuw: Kanika dhir\nDeepa kumari\nAakriti Kanyal\nE.DEEPTI RAO\nAnamika Katyal\nNivedita Kumari\nAishwarya Gupta\nDisha Verma... http:/\xe2\x80\xa6',kanika dhir deepa kumari aakriti kanyal edeepti rao anamika katyal nivedita kumari aishwarya gupta disha verma
KhuranaSanya,"b""RT @leaninigdtuw: Salute to Ranbeer Ma'am !! http://t.co/3TKuvgYKT9""",salut ranbeer maam
KhuranaSanya,b'RT @leaninigdtuw: Diksha Vasudev\nAditi Agarwal\nSanchi Saroha\nShalini Mandal\nAkshita Mahajan\nAstha srivastava\nSomyaa Aggarwal\nADITYA... http\xe2\x80\xa6',diksha vasudev aditi agarw sanchi saroha shalini mandal akshita mahajan astha srivastava somyaa aggarw aditya
KhuranaSanya,b'RT @leaninigdtuw: Mitanshi Rastogi\nananya dabas\nNAVYA SINGH\nAnushka singh\nRuchika P. Awale\nShreya Gupta\nAditi\nsurbhi\nDrishti Saxena... http\xe2\x80\xa6',mitanshi rastogi ananya daba navya singh anushka singh ruchika P awal shreya gupta aditi surbhi drishti saxena
KhuranaSanya,b'RT @leaninigdtuw: Kanika Taneja\nShagun Kathuria\nsomyaa aggarwal\nkirtika yadav\nPrachi Kumar\nPalak Jain\nSaloni Singh\nReetika Anand... http://\xe2\x80\xa6',kanika taneja shagun kathuria somyaa aggarw kirtika yadav prachi kumar palak jain saloni singh reetika anand
KhuranaSanya,b'RT @leaninigdtuw: Shivangi Sonal\nTanya Saini\nVarsha Singh\nArathi Nair\nKRITIKA UPADHYAY\nIshani Gambhir\nSADAF ANJUM\nSrishti\nGeeta... http://t\xe2\x80\xa6',shivangi sonal tanya saini varsha singh arathi nair kritika upadhyay ishani gambhir sadaf anjum srishti geeta
KhuranaSanya,"b'RT @LeanInOrg: The pay satisfaction gap: 20% of women report being satisfied with their pay, while 44% of men say the same. @Gallup http://\xe2\x80\xa6'",the pay satisfact gap woman report satisfi pay men say
KhuranaSanya,b'@RachelJSimmons I wish someone told me this when I was in school ... http://t.co/mosrgzud6R',I wish someon told I school
KhuranaSanya,b'RT @leaninigdtuw: Ankita Sharma\nDrishti Agrawal\nMONIKA KUMARI\nMeenal Bhati\nTanu Mehrotra\nApra Sharma\nMegha Goyal\nSHUCHI\nWamika... http://t.\xe2\x80\xa6',ankita sharma drishti agraw monika kumari meenal bhati tanu mehrotra apra sharma megha goyal shuchi wamika
KhuranaSanya,"b'RT @BeLeaderly: Emerging Leader Spotlight: Chandler Hatton, Chief Technology Officer of @SimGas_NL  http://t.co/zTAtqgzhib http://t.co/D1My\xe2\x80\xa6'",emerg leader spotlight chandler hatton chief technolog offic
KhuranaSanya,b'RT @leaninigdtuw: #LeaningIN https://t.co/TduaxQSHlm',leaningin
KhuranaSanya,b'RT @leaninigdtuw: http://t.co/rgAeQI7PLC',
KhuranaSanya,b'RT @leaninigdtuw: Lean in IGDTUW Curtain Raiser Event on 4th August 2015 - inspiring women to become ambitious entrepreneurs ..',lean igdtuw curtain raiser event august inspir woman becom ambiti entrepreneur
KhuranaSanya,"b'RT @LeanInOrg: ""I have Grand Slams to win, I have people to inspire, &amp; that\'s what I\'m here for."" #SerenaWilliams\' epic response to body cr\xe2\x80\xa6'",I grand slam win I peopl inspir amp that Im serenawilliam epic respons bodi cr…
KhuranaSanya,b'RT @LeanInCanada: When is \xe2\x80\x9ccelebrating\xe2\x80\x9d women not all that good for women? http://t.co/LHNefcRDp8 via @GenderAvenger',when celebr woman good woman via
KhuranaSanya,b'RT @leaninigdtuw: Create a resume that yells - HIRE ME !! http://t.co/8lS0RBOaxq',creat resum yell hire ME
KhuranaSanya,b'RT @leaninigdtuw: We are on Instagram .. Follow us @leaninigdtuw http://t.co/E1l2jIA8Nl',We instagram follow u
KhuranaSanya,"b'RT @LeanInOrg: Rangers lead the way! The Army is officially opening Ranger School to all qualified soldiers, regardless of gender. http://t\xe2\x80\xa6'",ranger lead way the armi offici open ranger school qualifi soldier regardless gender
KhuranaSanya,"b'RT @leaninigdtuw: Half of the problem is solved when you are aware, when you start acknowledging the issues regarding women in... http://t.\xe2\x80\xa6'",half problem solv awar start acknowledg issu regard woman
KhuranaSanya,"b'RT @leaninigdtuw: ""Every day, I want to get more comfortable with being uncomfortable.""\n\n~Nancy Saini\nTechnical Head... http://t.co/IBO3b6r\xe2\x80\xa6'",everi day I want get comfort uncomfort saini technic head
KhuranaSanya,b'Getting out of my comfort zone and leaning in to change - almost every moment - very slowly @melrobbins @LeanInOrg @leaninigdtuw',get comfort zone lean chang almost everi moment slowli
KhuranaSanya,"b'RT @melrobbins: ""The most difficult thing is the decision to act. The rest is merely tenacity"" #5SecondRule https://t.co/DgU7n07cND'",the difficult thing decis act the rest mere tenac
KhuranaSanya,"b'RT @girlsleadership: Unlike so many books out there that shame parents into compliance, Jessica Lahey writes with humor and compassion... h\xe2\x80\xa6'",unlik mani book shame parent complianc jessica lahey write humor compass h…
KhuranaSanya,b'RT @leaninigdtuw: Rescuing girls from failure makes them lose motivation \xe2\x80\x94 even more than boys. http://t.co/MKSVXRZx9b @RachelJSimmons',rescu girl failur make lose motiv even boy
KhuranaSanya,"b""RT @AnitaBorg_India: It's still tech talk at #TFG2015 New Delhi http://t.co/jUmNQPHNzH""",it still tech talk tfg2015 new delhi
KhuranaSanya,b'RT @AnitaBorg_India: Eman Hussein is a Grace Hopper Celebration champ #GHCI15 http://t.co/2FdktMhUBP',eman hussein grace hopper celebr champ ghci15
KhuranaSanya,"b""RT @leaninigdtuw: Lean In at IGDTUW's orientation successfully conducted. Here are some glimpses! @LeanInOrg http://t.co/IxSx0Rpz7I""",lean In igdtuw orient success conduct here glimps
KhuranaSanya,b'RT @leaninigdtuw: Leaders and The Council. Orientation Day. http://t.co/8VKLCOprUm',leader the council orient day
KhuranaSanya,b'RT @leaninigdtuw: For the 1000 likes on Facebook! \nHonored. http://t.co/g9mjmZWFa6',for like facebook honor
KhuranaSanya,"b""RT @leaninigdtuw: For people who think girls are 'too sissy'. Check our Vice-President, @rashmeet279 , Mechanical Engineer, Fourth Year htt\xe2\x80\xa6""",for peopl think girl sissi check vicepresid mechan engin fourth year htt…
KhuranaSanya,"b'RT @leaninigdtuw: ""Stage gave me shivers""\n@nancysaini3 look at where she is standing now. http://t.co/4kIZccmEQF'",stage gave shiver look stand
KhuranaSanya,b'RT @leaninigdtuw: How little things make a difference. \n@amo_ag13 http://t.co/aW7z0sOiJF',how littl thing make differ
KhuranaSanya,"b'RT @leaninigdtuw: ""I love coding. I am not great at it, but I become better everyday""\n@priya_bansal_19 http://t.co/uI7sztmUEu'",I love code I great I becom better everyday
KhuranaSanya,b'RT @leaninigdtuw: The year long plan explained by @PragyaSarda http://t.co/nCyNmdlHrx',the year long plan explain
KhuranaSanya,b'RT @leaninigdtuw: The plan of Action as explained by @apurvachawla1 \nLike a boss! http://t.co/lbzmKW52b2',the plan action explain like bos
KhuranaSanya,"b""RT @leaninigdtuw: People who think they can't rise above all odds. @KhuranaSanya proves you wrong by being an example. http://t.co/exj0LG1t\xe2\x80\xa6""",peopl think cant rise odd prove wrong exampl
KhuranaSanya,b'I am out of words right now !!!  I am shivering with excitement and crying with happiness &lt;3 &lt;3 I owe a lot to... http://t.co/mtcB6qdE2c',I word right I shiver excit cri happi lt3 lt3 I owe lot
KhuranaSanya,b'#LeanIn Freshmen Orientation at IGDTUW :) :) http://t.co/RvLo4v0fW5',leanin freshman orient igdtuw
KhuranaSanya,"b'RT @leaninigdtuw: ""I learnt that leaning in is a continuous process. You have to constantly remind yourself to sit at the table.""\nhttp://t.\xe2\x80\xa6'",I learnt lean continu process you constantli remind sit tabl
KhuranaSanya,"b""RT @leaninigdtuw: I am being the part of a revolution that cheers the girls &amp; women who want to sit at the table, that's why I Lean IN.\nhtt\xe2\x80\xa6""",I part revolut cheer girl amp woman want sit tabl that I lean IN htt…
KhuranaSanya,b'#leaninigdtuw http://t.co/GUuwYRtNxH',leaninigdtuw
KhuranaSanya,b'http://t.co/I4PGu3g7Ln',
KhuranaSanya,b'Leaning in .... !! #LeanIn http://t.co/qgJAhhGnTx',lean leanin
KhuranaSanya,"b'RT @rakeshmissra: @KhuranaSanya // In line with your ""Lean In"" initiative vis-a-vis women empowerment.'",In line lean In initi visavi woman empower
KhuranaSanya,b'Happy Birthday India \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',happi birthday india
KhuranaSanya,b'http://t.co/m8GAh3B0gW',
KhuranaSanya,b'With http://t.co/hzgIyxzBAK and Fbstart team http://t.co/7Ak9YBHVro',with fbstart team
KhuranaSanya,b'FbStart #Parse #FacebookAPIs #internet.org http://t.co/7fE4oJPyTb',fbstart par facebookapi internetorg
KhuranaSanya,b'http://t.co/sFhH93PLky',
KhuranaSanya,b'Though I am not an Engineer .. Still #ILookLikeAnEngineer \n#LeaningIn http://t.co/v8frhrumSt',though I engin still ilooklikeanengin leaningin
KhuranaSanya,b'RT @priya_bansal_19: Eagerly waiting for first lean in friday at our college. \n@leaninigdtuw \n#leaninfriday\n\n#taarangana :p',eagerli wait first lean friday colleg leaninfriday taarangana p
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 5\nShivangi Adlakha, 22, is pursuing Masters in Computer Applications. http://t.co/FfuxM9sUok'",leader No shivangi adlakha pursu master comput applic
KhuranaSanya,"b'RT @leaninigdtuw: Sitting at the Table.\nhttp://t.co/gRKg4Wz0gn\n""I learnt that leaning in is a continuous process.""\n@KhuranaSanya @LeanInOrg'",sit tabl I learnt lean continu process
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 6\nRachayita Giri, 19, is pursuing Bachelors of Technology in Information Technology.\n@rachayita_giri http://t.\xe2\x80\xa6'",leader No rachayita giri pursu bachelor technolog inform technolog
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 7\nPalak Chadha, 19, is pursuing Bachelors of Technology in Computer Science. http://t.co/kbQPIwSk6B'",leader No palak chadha pursu bachelor technolog comput scienc
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 8\nJhilmil Anurag, 20, is pursuing Bachelors of Technology in Electronics and Communication. http://t.co/dKIBXh\xe2\x80\xa6'",leader No jhilmil anurag pursu bachelor technolog electron commun
KhuranaSanya,b'RT @lean_in_dc: Even if #ILookLikeAnEngineer I still make $4000 less than men in my field. #equalpay nytimes http://t.co/c9UszDGyIQ http://\xe2\x80\xa6',even ilooklikeanengin I still make le men field equalpay nytim
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 1\nDiksha Singh, 19, is pursuing Bachelors of Technology in Electronics and Communication. http://t.co/km3aYSD9\xe2\x80\xa6'",leader No diksha singh pursu bachelor technolog electron commun
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 2\nPooja Goel, 19, is pursuing Bachelors of Technology in Electronics and Communication. http://t.co/1t4mNpFO6u'",leader No pooja goel pursu bachelor technolog electron commun
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 3\nSagarika Nangia, 19, is pursuing Bachelors of Technology in Electronics and Communication. http://t.co/Mw9Sd\xe2\x80\xa6'",leader No sagarika nangia pursu bachelor technolog electron commun
KhuranaSanya,"b'RT @leaninigdtuw: Leader No: 4\nMegha Bagri, 19, is pursuing Bachelors of Technology in Information Technology. http://t.co/EYyJ5Mize3'",leader No megha bagri pursu bachelor technolog inform technolog
KhuranaSanya,b'I love me and I believe in me.... \nsanya@monica.in http://t.co/heBhS03pfH',I love I believ sanya
KhuranaSanya,"b'As a school girl I was ambitious, innocent, above average in studies and talented... but my school friends said I... http://t.co/hKpfpEQ5kI'",As school girl I ambiti innoc averag studi talent school friend said I
